Region,District,Class,Latitude,Longitude,HIV_Prev_Total_pct,HIV_Prev_Women_pct,HIV_Prev_Men_pct,Condom_Use_Women_pct,Condom_Use_Men_pct,HighRisk_Sex_Women_pct,HighRisk_Sex_Men_pct,HIV_Awareness_Women_pct,HIV_Awareness_Men_pct,PMTCT_Knowledge_Women_pct,PMTCT_Knowledge_Men_pct,VCT_Women_pct,VCT_Men_pct,VCT_12mo_Women_pct,Refuse_Sex_Women_pct,Ask_Condom_STI_Women_pct,Modern_Contraception_pct,Unmet_FP_Need_pct,Adolescent_Fertility_Rate,Wife_Beating_Accept_pct,Poverty_Incidence_pct,Poverty_Intensity_pct,Illiteracy_Rate_pct,Uninsured_Rate_pct,Unemployment_Rate_pct,Youth_Dependency_Ratio,Total_Pop,Literacy_Women_pct,Secondary_Edu_Women_pct,Edu_Secondary_Women_pct,No_Education_Women_pct,No_Insurance_Women_pct,No_Insurance_Men_pct,LISA_Cluster_Type,LISA_Local_Morans_I,LISA_P_Value,LISA_Significant_Flag,Data_Source_HIV_Prevalence,Data_Source_Behavioural,Data_Source_Socioeconomic,Data_Source_Insurance,Data_Source_Education,Data_Source_Spatial_Boundaries
Bono East,Kintampo North Municipal,Municipal,8.053714,-1.728919,2.2,2.9,1.4,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,17.7,29.6,92.0,19.0,28.1,43.4,40.52,21.6,53.38,67.48,140250,44.9,6.3,57.8,24.0,6.8,18.2,NS,-0.3646628062613242,0.014,1,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Bono East,Kintampo South,District,7.94321545,-1.73400515142892,2.2,2.9,1.4,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,17.7,29.6,92.0,19.0,26.0,42.3,40.52,18.55,46.47,68.68,88384,44.9,6.3,57.8,24.0,6.8,18.2,LH,0.0106848719115507,0.5,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Bono East,Nkoranza North,District,7.7184776,-1.64389618122841,2.2,2.9,1.4,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,17.7,29.6,92.0,19.0,25.8,41.4,34.75,17.75,46.87,64.86,56468,44.9,6.3,57.8,24.0,6.8,18.2,LH,0.1094605766938862,0.227,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Bono East,Nkoranza South Municipal,Municipal,7.45296465,-1.67701851419084,2.2,2.9,1.4,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,17.7,29.6,92.0,19.0,18.0,41.6,29.96,14.69,46.81,62.06,114642,44.9,6.3,57.8,24.0,6.8,18.2,LH,0.0631594650771664,0.427,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Bono East,Pru East,District,7.9636217,-0.9549861,2.2,2.9,1.4,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,17.7,29.6,92.0,19.0,30.3,41.2,43.86,28.24,45.26,70.85,100840,44.9,6.3,57.8,24.0,6.8,18.2,NS,-0.2004481970606914,0.108,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Bono East,Pru West,District,8.03487795,-1.31329234137589,2.2,2.9,1.4,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,17.7,29.6,92.0,19.0,38.3,40.8,47.34,41.22,43.97,71.07,69820,44.9,6.3,57.8,24.0,6.8,18.2,NS,-0.0088644863266198,0.443,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Bono East,Sene East,District,7.6658435,-0.182426172494555,2.2,2.9,1.4,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,17.7,29.6,92.0,19.0,49.5,41.5,49.9,43.63,43.57,78.94,72081,44.9,6.3,57.8,24.0,6.8,18.2,NS,-0.0325294989307211,0.4,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Bono East,Sene West,District,7.74897775,-0.618112944814146,2.2,2.9,1.4,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,17.7,29.6,92.0,19.0,26.8,41.0,47.63,20.33,38.67,69.63,70104,44.9,6.3,57.8,24.0,6.8,18.2,NS,-0.0621622103654217,0.318,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Bono East,Techiman Municipal,Municipal,7.5279454,-1.97466940505838,2.2,2.9,1.4,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,17.7,29.6,92.0,19.0,9.8,41.4,23.61,11.53,43.28,57.77,243335,44.9,6.3,57.8,24.0,6.8,18.2,LH,0.1063738359194382,0.266,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Bono East,Techiman North,District,7.70365499999999,-1.98577027897075,2.2,2.9,1.4,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,17.7,29.6,92.0,19.0,15.0,41.8,26.88,14.99,48.06,58.73,102529,44.9,6.3,57.8,24.0,6.8,18.2,LH,0.1279810213405741,0.305,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Abura Asebu Kwamankese,District,5.2698722,-1.18890498156872,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,28.0,44.1,26.92,35.54,50.57,62.79,124465,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0446951429900139,0.369,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Agona East,District,5.63553575,-0.654757357749996,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,25.9,43.6,22.75,53.92,49.42,57.62,98637,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0561441451352391,0.431,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Agona West Municipal,Municipal,4.8901537,-1.9664135,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,21.0,43.7,19.49,36.45,48.1,55.15,136569,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0561441451352391,0.376,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Ajumako Enyan Essiam,District,5.41243515,-0.984801059019988,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,29.6,43.5,24.18,40.74,50.08,63.54,120586,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0561441451352391,0.316,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Asikuma Odoben Brakwa,District,5.62649825,-1.02551876426311,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,29.0,42.3,25.36,36.64,45.63,64.53,126993,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0561441451352391,0.316,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Assin Central Municipal,Municipal,5.73294244999999,-1.31730368183195,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,18.1,42.8,14.64,34.53,45.5,58.76,88753,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0561441451352391,0.39,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Assin North,District,5.82545685,-1.37392719579152,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,31.9,42.0,27.51,47.2,42.01,62.54,80539,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.037062474893197,0.392,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Assin South,District,5.52889644999999,-1.2709401638536,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,27.4,41.7,25.67,36.3,45.56,66.85,105995,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0561441451352391,0.316,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Awutu Senya West,District,5.61965885,-0.520145612112832,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,22.5,44.5,25.3,57.33,45.22,64.89,161460,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0847666504983023,0.3,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Awutu Senya West,District,5.61965885,-0.520145612112832,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,22.5,44.5,25.3,57.33,45.22,64.89,161460,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0847666504983023,0.3,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Effutu Municipal,Municipal,5.38339225,-0.597395635326539,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,21.7,44.2,18.59,29.94,65.75,37.48,108816,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0561441451352391,0.431,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Ekumfi,District,5.28914455,-0.908864632637807,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,31.5,45.6,32.59,59.34,51.79,68.79,56741,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0561441451352391,0.416,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Gomoa Central,District,5.47699369999999,-0.589745989100534,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,18.8,44.1,21.23,45.73,45.96,62.93,82592,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0561441451352391,0.45,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Gomoa East,District,5.47699369999999,-0.589745989100534,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,14.4,43.7,14.0,44.5,48.4,58.46,308697,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0704553978167707,0.22,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Gomoa West,District,5.38725545,-0.833638570821268,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,28.3,44.4,30.44,50.47,49.05,65.6,129512,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0561441451352391,0.316,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Komenda Edina Eguafo Abirem Municipal,Municipal,5.1302015,-1.43995928979516,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,25.1,44.2,26.06,45.3,49.94,61.85,166017,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.127700408542897,0.151,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Mfantsiman Municipal,Municipal,5.27644145,-1.03472089878279,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,24.0,44.8,23.38,39.69,51.22,60.06,168905,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0561441451352391,0.416,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Twifo Ati Morkwa,District,5.61529845,-1.57822136908747,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,34.1,42.7,27.22,44.01,49.29,65.55,100851,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.1205447822021312,0.064,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Twifo Heman Lower Denkyira,District,5.49471475,-1.53636464977824,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,32.1,42.4,25.88,55.39,45.72,62.92,66075,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0752258153772812,0.263,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Upper Denkyira East Municipal,Municipal,5.83523424999999,-1.73920835777296,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,24.3,43.8,21.21,27.9,50.8,59.35,110141,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0790421494256896,0.264,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Central,Upper Denkyira West,District,6.10783305,-2.06931071266353,2.1,2.8,1.3,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,27.1,21.3,60.0,19.3,24.5,43.6,28.16,48.34,43.64,56.29,91025,72.9,7.8,76.6,7.4,16.5,40.2,LH,0.0847666504983023,0.222,0,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
Eastern,Abuakwa North Municipal,Municipal,6.2336986,-0.382588987736012,2.8,4.1,1.4,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,24.6,27.3,65.0,7.5,15.7,42.9,14.47,20.35,51.68,51.69,76195,66.7,9.5,75.5,7.8,6.7,24.8,LH,1.171860628699346,0.001,1,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 260 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),Ghana Statistical Service — Ghana_New_260_District.geojson
