Region,District,Class,Latitude,Longitude,Poverty_Incidence_pct,Poverty_Intensity_pct,Illiteracy_Rate_pct,Uninsured_Rate_pct,Unemployment_Rate_pct,Youth_Dependency_Ratio,Total_Pop,Condom_Use_Women_pct,Condom_Use_Men_pct,HighRisk_Sex_Women_pct,HighRisk_Sex_Men_pct,HIV_Awareness_Women_pct,HIV_Awareness_Men_pct,PMTCT_Knowledge_Women_pct,PMTCT_Knowledge_Men_pct,VCT_Women_pct,VCT_Men_pct,VCT_12mo_Women_pct,Refuse_Sex_Women_pct,Ask_Condom_STI_Women_pct,No_Insurance_Women_pct,No_Insurance_Men_pct,Literacy_Women_pct,Secondary_Edu_Women_pct,Edu_Secondary_Women_pct,No_Education_Women_pct,Wife_Beating_Accept_pct,Adolescent_Fertility_Rate,Modern_Contraception_pct,Unmet_FP_Need_pct,HIV_Prev_Women_pct,HIV_Prev_Men_pct,HIV_Prev_Total_pct
Greater Accra,Kpone Katamanso Municipal,Municipal,5.77159775,-0.0733651054089466,10.5,43.1,9.26,37.86,44.34,52.93,412828,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Krowor Municipal,Municipal,5.60941925,-0.0769277820845922,12.4,42.4,7.14,43.14,47.78,38.33,143012,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,La Dade-Kotopon Municipal,Municipal,5.58947605,-0.156988356399583,8.9,43.1,5.47,37.07,42.18,39.59,140264,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,La Nkwantanang Madina Municipal,Municipal,5.74468145,-0.172508699400876,11.3,42.7,7.71,35.27,47.04,41.39,220757,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ledzokuku Municipal,Municipal,5.6050983,-0.114493361214251,11.3,43.3,8.55,37.76,46.33,40.42,217304,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ningo-Prampram,Municipal,5.81176965,0.146110955005239,19.4,44.0,17.4,45.17,46.48,55.55,204673,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Okaikoi North Municipal,Municipal,5.6104365,-0.2395459,11.1,42.4,7.96,33.88,46.24,38.38,160446,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Shai-Osudoku,District,5.95875335,0.161872328401567,23.5,44.2,21.55,28.74,51.3,56.81,105610,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Tema Metropolitan Area (TMA)-Tema Central & Tema East,Metropolitan,5.6698,-0.01657,11.6,43.8,11.35,45.19,44.46,41.13,174494,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Tema West Municipal,Municipal,5.65076355,-0.0688760444019398,8.2,42.0,5.49,39.21,42.54,40.45,196224,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Weija Gbawe Municipal,Municipal,5.55414475,-0.296466750643799,8.7,42.9,7.82,39.69,41.93,48.05,213674,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
North East,Bunkpurugu Nakpanduri,District,10.632198,-0.180118,38.3,45.5,38.56,10.71,67.1,66.22,82384,26.0,38.8,10.6,28.0,83.2,93.5,42.6,48.7,38.9,13.5,12.2,35.8,54.3,7.3,12.3,27.2,3.0,33.2,55.1,34.4,121.0,14.8,22.5,0.6,,0.3
North East,Chereponi,District,10.1792653999999,0.207987165887793,53.8,44.2,56.31,37.28,59.91,97.72,87176,26.0,38.8,10.6,28.0,83.2,93.5,42.6,48.7,38.9,13.5,12.2,35.8,54.3,7.3,12.3,27.2,3.0,33.2,55.1,34.4,121.0,14.8,22.5,0.6,,0.3
North East,East Mamprusi Municipal,Municipal,10.45279035,-0.416678651029704,54.7,47.4,52.28,16.82,73.33,90.32,188006,26.0,38.8,10.6,28.0,83.2,93.5,42.6,48.7,38.9,13.5,12.2,35.8,54.3,7.3,12.3,27.2,3.0,33.2,55.1,34.4,121.0,14.8,22.5,0.6,,0.3
North East,Mamprugu Moagduri,District,10.23964,-1.27428,44.5,42.4,58.87,62.55,41.69,91.29,68746,26.0,38.8,10.6,28.0,83.2,93.5,42.6,48.7,38.9,13.5,12.2,35.8,54.3,7.3,12.3,27.2,3.0,33.2,55.1,34.4,121.0,14.8,22.5,0.6,,0.3
North East,West Mamprusi Municipal,Municipal,10.29738455,-0.764055036110824,41.5,45.8,46.8,15.36,67.94,84.88,175755,26.0,38.8,10.6,28.0,83.2,93.5,42.6,48.7,38.9,13.5,12.2,35.8,54.3,7.3,12.3,27.2,3.0,33.2,55.1,34.4,121.0,14.8,22.5,0.6,,0.3
North East,Yunyoo Nasuan,District,10.4415225,-0.0276844142154081,56.9,47.0,58.02,33.07,64.41,102.75,56879,26.0,38.8,10.6,28.0,83.2,93.5,42.6,48.7,38.9,13.5,12.2,35.8,54.3,7.3,12.3,27.2,3.0,33.2,55.1,34.4,121.0,14.8,22.5,0.6,,0.3
Northern,Gushegu Municipal,Municipal,9.9185016,-0.2164706,51.5,44.3,59.79,48.12,53.48,103.83,153965,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Karaga,District,9.9267799,-0.4316607,50.5,46.5,60.84,43.87,57.04,96.86,114225,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Kpandai,District,8.4635789,-0.0119853,48.6,42.1,51.02,53.63,41.44,83.61,126213,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Kumbungu,District,9.5591282,-0.9467086,45.0,46.4,50.71,35.69,66.73,90.33,110586,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Mion,District,9.45284905,-0.335525511842833,53.4,44.5,60.72,42.38,52.19,95.65,94930,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Nanton,District,9.55848269999999,-0.710728600167338,39.9,45.3,55.04,38.79,55.29,92.41,50767,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Nanumba North Municipal,Municipal,8.92200959999999,-0.138644700894755,41.5,41.4,53.02,43.86,46.05,91.42,188680,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Nanumba South,District,8.76637935,0.0549741822848612,46.3,42.3,54.98,43.47,44.84,100.09,106374,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Saboba,District,9.70870525,0.196098328672698,46.0,45.3,45.9,21.53,56.1,83.05,95683,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Sagnarigu Municipal,Municipal,9.48585935,-0.855049753344912,18.7,43.9,27.51,18.26,58.87,66.73,341711,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Savelugu Municipal,Municipal,9.6260647,-0.8258943,41.1,45.5,49.39,35.83,67.25,83.68,122888,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Tamale Metropolitan Area (TMA)-Tamale Central & Tamale South,Metropolitan,9.40078,-0.8393,21.0,44.0,33.61,26.65,52.76,66.34,367324,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Tatale Sanguli,District,9.34906725,0.514632473680653,52.4,43.5,54.72,48.75,48.15,93.79,74805,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Tolon,District,9.555956,-1.19792230212529,57.5,46.8,56.02,52.02,67.0,86.96,118090,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Yendi Municipal,Municipal,9.4739214,0.022769270127783,38.3,45.3,46.25,23.76,60.15,80.89,154421,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Northern,Zabzugu,District,9.294058,0.367064,42.7,43.3,55.77,39.02,54.98,95.77,82846,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3
Oti,Biakoye,District,7.39217985,0.262973639210098,34.2,42.2,31.34,39.0,41.32,66.48,71827,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1
Oti,Guan,District,7.19092,0.60951,28.1,42.9,17.68,27.39,47.11,54.44,28238,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1
Oti,Jasikan Municipal,Municipal,7.40707195,0.466071316332564,30.2,42.2,24.31,36.8,44.12,56.33,59695,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1
Oti,Kadjebi,District,7.7210325,0.534053201682814,27.2,41.5,28.64,28.9,41.86,64.27,73959,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1
Oti,Krachi East Municipal,Municipal,7.69817,0.22447,41.2,41.6,43.52,45.87,40.98,74.62,110435,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1
Oti,Krachi Nchumuru,District,8.1892008,-0.0866133771431008,47.2,40.8,47.79,60.02,37.31,79.39,79934,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1
Oti,Krachi West Municipal,Municipal,7.8,-0.01667,37.4,41.7,41.15,25.3,46.14,64.41,61128,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1
Oti,Nkwanta North (Kpassa),District,8.4892994,0.3094664,55.2,41.7,54.93,73.17,42.37,86.82,126096,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1
Oti,Nkwanta South Municipal,Municipal,8.25811615,0.509975335946734,42.8,41.8,44.77,52.28,40.65,76.01,135936,5.8,16.4,26.5,47.0,93.9,97.8,56.1,62.9,57.5,21.1,16.4,66.7,85.1,15.9,36.0,40.8,3.9,48.9,28.2,24.1,73.0,23.6,25.7,3.2,0.9,2.1
Savannah,Bole,District,8.69166865,-2.17855621492469,37.2,44.8,48.8,19.56,61.39,64.18,115800,10.0,31.4,17.0,29.7,82.9,80.2,39.4,38.5,31.3,14.4,6.0,55.4,70.9,14.2,32.8,30.9,3.3,31.8,46.9,57.8,116.0,16.6,21.4,0.6,,0.3
Savannah,Central Gonja,District,8.93715119999999,-1.10983922943129,61.8,46.6,56.92,46.18,68.51,90.18,142762,10.0,31.4,17.0,29.7,82.9,80.2,39.4,38.5,31.3,14.4,6.0,55.4,70.9,14.2,32.8,30.9,3.3,31.8,46.9,57.8,116.0,16.6,21.4,0.6,,0.3
Savannah,East Gonja Municipal,Municipal,8.347473,-0.7895018232454,38.8,43.1,51.28,29.47,54.45,73.64,117755,10.0,31.4,17.0,29.7,82.9,80.2,39.4,38.5,31.3,14.4,6.0,55.4,70.9,14.2,32.8,30.9,3.3,31.8,46.9,57.8,116.0,16.6,21.4,0.6,,0.3
Savannah,North East Gonja,District,8.98787705,-0.403868101269744,60.4,45.6,59.93,58.9,58.35,94.25,39404,10.0,31.4,17.0,29.7,82.9,80.2,39.4,38.5,31.3,14.4,6.0,55.4,70.9,14.2,32.8,30.9,3.3,31.8,46.9,57.8,116.0,16.6,21.4,0.6,,0.3
Savannah,North Gonja,District,8.98787705,-0.403868101269744,58.4,47.2,60.04,59.7,63.64,88.6,61443,10.0,31.4,17.0,29.7,82.9,80.2,39.4,38.5,31.3,14.4,6.0,55.4,70.9,14.2,32.8,30.9,3.3,31.8,46.9,57.8,116.0,16.6,21.4,0.6,,0.3
Savannah,Sawla Tuna Kalba,District,9.4809443,-2.41330933679435,54.2,46.9,58.73,42.85,65.47,78.14,112664,10.0,31.4,17.0,29.7,82.9,80.2,39.4,38.5,31.3,14.4,6.0,55.4,70.9,14.2,32.8,30.9,3.3,31.8,46.9,57.8,116.0,16.6,21.4,0.6,,0.3
Savannah,West Gonja,Municipal,9.5267018,-1.5071681,39.7,44.9,40.19,8.88,73.58,66.07,63449,10.0,31.4,17.0,29.7,82.9,80.2,39.4,38.5,31.3,14.4,6.0,55.4,70.9,14.2,32.8,30.9,3.3,31.8,46.9,57.8,116.0,16.6,21.4,0.6,,0.3
Upper East,Bawku Municipal,Municipal,11.0607602,-0.2422876,23.6,44.8,41.62,7.24,57.98,68.06,119458,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Bawku West,District,10.84277,-0.492947618512454,47.6,47.2,51.87,12.63,64.64,75.82,144189,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Binduri,District,10.9694889,-0.3062234,53.8,47.8,52.68,14.26,70.34,74.56,76679,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Bolgatanga East,District,10.7853963,-0.8487322,24.9,44.0,32.21,7.41,61.44,58.17,38824,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Bolgatanga Municipal,Municipal,10.7853963,-0.8487322,20.2,44.8,28.31,8.78,55.94,56.18,142509,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Bongo,District,10.9166838999999,-0.805767855895511,54.0,48.5,44.64,17.02,77.24,66.77,116431,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Builsa North Municipal,Municipal,10.73472,-1.29056,39.7,46.8,39.93,11.47,65.29,59.61,56571,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Builsa South,District,10.53032385,-1.26246582508358,55.1,47.7,51.08,21.89,69.7,65.73,36575,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Garu,District,10.76975475,-0.21182067584702,44.7,47.7,51.4,19.94,63.64,79.26,71774,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Kasena Nankana Municipal,Municipal,10.895598,-1.30768,33.8,47.1,32.68,12.46,65.6,53.68,99895,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Kasena Nankana West,District,10.895598,-1.30768,53.6,47.4,41.15,13.6,74.07,64.46,90735,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Nabdam,District,10.8469045,-0.661562047243897,68.6,51.2,46.53,19.84,84.5,58.36,53039,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Pusiga,District,11.0854045,-0.1276855,40.8,45.4,54.83,8.45,65.94,82.25,80533,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Talensi,District,10.6451057499999,-0.62587443176215,56.2,48.9,40.69,18.85,72.23,65.16,87021,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper East,Tempane,District,10.9030714,-0.0914351270233069,50.7,48.1,54.79,18.29,68.74,80.32,86993,26.6,47.8,17.8,41.4,95.9,96.9,72.4,69.2,51.5,32.4,15.7,58.6,63.7,3.2,13.9,55.2,9.1,56.8,25.9,21.2,70.0,24.7,17.9,0.8,0.4,0.6
Upper West,Daffiama Bussie Issa,District,10.36748405,-2.26222672458466,38.7,44.4,55.65,26.29,57.63,70.44,38754,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4
Upper West,Jirapa Municipal,Municipal,10.5366328,-2.7008646,50.1,47.4,49.11,12.44,73.6,64.95,91279,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4
Upper West,Lambussie Karni,District,10.846747,-2.708741,44.2,46.0,50.17,11.42,64.88,73.97,51118,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4
Upper West,Lawra Municipal,Municipal,10.61348995,-2.86412434170417,39.5,45.8,46.11,6.05,66.16,62.28,58433,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4
Upper West,Nadowli Kaleo,District,10.2868347,-2.6394776056347,40.6,47.2,44.26,12.82,66.03,65.35,77057,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4
Upper West,Nandom,Municipal,10.8520701,-2.760077,31.8,44.8,43.85,5.23,64.15,59.99,51328,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4
Upper West,Sissala East Municipal,Municipal,10.59705475,-1.85050542952138,28.8,44.3,45.86,16.53,52.0,67.79,80619,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4
Upper West,Sissala West,District,10.7467085,-2.29346951572635,32.3,46.1,49.84,12.48,59.7,76.74,63828,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4
Upper West,Wa East,District,10.06069,-2.50192,48.7,45.3,58.2,31.36,55.34,75.17,91457,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4
Upper West,Wa Municipal,Municipal,10.0623261,-2.5054273,16.5,43.4,27.15,10.89,57.15,57.29,200672,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4
Upper West,Wa West,District,9.8985772,-2.6832633,61.9,48.7,56.7,30.87,67.36,78.47,96957,10.5,38.3,17.2,24.1,96.2,97.3,61.7,63.4,49.6,24.6,13.1,58.6,72.2,6.7,28.5,51.0,8.5,47.2,34.6,48.4,57.0,26.8,17.8,0.3,0.4,0.4
Volta,Adaklu,District,6.4470511,0.6286474,33.2,43.6,28.62,27.03,50.28,62.67,38649,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1
Volta,Afadzato South,District,7.0222497,0.561946,32.5,43.7,19.28,28.94,53.76,61.1,73146,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1
Volta,Agortime-Ziope,District,6.42618935,0.732357165932429,25.7,43.4,30.27,25.67,41.73,57.76,39553,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1
Volta,Akatsi North,District,6.3108306,0.876439062223793,39.3,44.4,35.49,51.12,49.91,61.87,32755,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1
Volta,Akatsi South Municipal,District,8.25846,0.508747,30.1,44.5,29.13,31.45,52.81,58.61,92133,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1
Volta,Anloga,District,5.7936484,0.8984702,31.6,45.9,30.83,43.92,56.94,56.43,94895,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1
Volta,Central Tongu,District,6.16884364999999,0.611561745917151,36.0,44.4,35.01,31.61,53.52,65.06,83284,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1
Volta,Ho Municipal,Municipal,6.6126598,0.4688932,12.5,42.1,10.56,13.46,52.5,42.1,180142,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1
Volta,Ho West,District,6.590707,0.46714,27.9,42.7,18.88,30.91,49.73,54.27,83172,17.5,38.0,32.1,56.1,99.2,99.7,69.8,65.0,61.4,32.3,15.1,70.0,86.9,6.8,19.9,72.0,10.1,76.4,6.7,12.7,44.0,23.7,28.1,3.2,0.9,2.1
