Region,District,Class,Latitude,Longitude,Poverty_Incidence_pct,Poverty_Intensity_pct,Illiteracy_Rate_pct,Uninsured_Rate_pct,Unemployment_Rate_pct,Youth_Dependency_Ratio,Total_Pop,Condom_Use_Women_pct,Condom_Use_Men_pct,HighRisk_Sex_Women_pct,HighRisk_Sex_Men_pct,HIV_Awareness_Women_pct,HIV_Awareness_Men_pct,PMTCT_Knowledge_Women_pct,PMTCT_Knowledge_Men_pct,VCT_Women_pct,VCT_Men_pct,VCT_12mo_Women_pct,Refuse_Sex_Women_pct,Ask_Condom_STI_Women_pct,No_Insurance_Women_pct,No_Insurance_Men_pct,Literacy_Women_pct,Secondary_Edu_Women_pct,Edu_Secondary_Women_pct,No_Education_Women_pct,Wife_Beating_Accept_pct,Adolescent_Fertility_Rate,Modern_Contraception_pct,Unmet_FP_Need_pct,HIV_Prev_Women_pct,HIV_Prev_Men_pct,HIV_Prev_Total_pct
Bono East,Kintampo South,District,7.94321545,-1.73400515142892,26.0,42.3,40.52,18.55,46.47,68.68,88384,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,6.8,18.2,44.9,6.3,57.8,24.0,19.0,92.0,17.7,29.6,2.9,1.4,2.2
Bono East,Nkoranza North,District,7.7184776,-1.64389618122841,25.8,41.4,34.75,17.75,46.87,64.86,56468,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,6.8,18.2,44.9,6.3,57.8,24.0,19.0,92.0,17.7,29.6,2.9,1.4,2.2
Bono East,Nkoranza South Municipal,Municipal,7.45296465,-1.67701851419084,18.0,41.6,29.96,14.69,46.81,62.06,114642,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,6.8,18.2,44.9,6.3,57.8,24.0,19.0,92.0,17.7,29.6,2.9,1.4,2.2
Bono East,Pru East,District,7.9636217,-0.9549861,30.3,41.2,43.86,28.24,45.26,70.85,100840,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,6.8,18.2,44.9,6.3,57.8,24.0,19.0,92.0,17.7,29.6,2.9,1.4,2.2
Bono East,Pru West,District,8.03487795,-1.31329234137589,38.3,40.8,47.34,41.22,43.97,71.07,69820,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,6.8,18.2,44.9,6.3,57.8,24.0,19.0,92.0,17.7,29.6,2.9,1.4,2.2
Bono East,Sene East,District,7.6658435,-0.182426172494555,49.5,41.5,49.9,43.63,43.57,78.94,72081,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,6.8,18.2,44.9,6.3,57.8,24.0,19.0,92.0,17.7,29.6,2.9,1.4,2.2
Bono East,Sene West,District,7.74897775,-0.618112944814146,26.8,41.0,47.63,20.33,38.67,69.63,70104,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,6.8,18.2,44.9,6.3,57.8,24.0,19.0,92.0,17.7,29.6,2.9,1.4,2.2
Bono East,Techiman Municipal,Municipal,7.5279454,-1.97466940505838,9.8,41.4,23.61,11.53,43.28,57.77,243335,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,6.8,18.2,44.9,6.3,57.8,24.0,19.0,92.0,17.7,29.6,2.9,1.4,2.2
Bono East,Techiman North,District,7.70365499999999,-1.98577027897075,15.0,41.8,26.88,14.99,48.06,58.73,102529,10.4,26.0,30.7,47.0,90.7,94.4,63.6,60.1,53.1,20.8,12.2,73.3,81.5,6.8,18.2,44.9,6.3,57.8,24.0,19.0,92.0,17.7,29.6,2.9,1.4,2.2
Central,Abura Asebu Kwamankese,District,5.2698722,-1.18890498156872,28.0,44.1,26.92,35.54,50.57,62.79,124465,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Agona East,District,5.63553575,-0.654757357749996,25.9,43.6,22.75,53.92,49.42,57.62,98637,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Agona West Municipal,Municipal,4.8901537,-1.9664135,21.0,43.7,19.49,36.45,48.1,55.15,136569,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Ajumako Enyan Essiam,District,5.41243515,-0.984801059019988,29.6,43.5,24.18,40.74,50.08,63.54,120586,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Asikuma Odoben Brakwa,District,5.62649825,-1.02551876426311,29.0,42.3,25.36,36.64,45.63,64.53,126993,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Assin Central Municipal,Municipal,5.73294244999999,-1.31730368183195,18.1,42.8,14.64,34.53,45.5,58.76,88753,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Assin North,District,5.82545685,-1.37392719579152,31.9,42.0,27.51,47.2,42.01,62.54,80539,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Assin South,District,5.52889644999999,-1.2709401638536,27.4,41.7,25.67,36.3,45.56,66.85,105995,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Awutu Senya West,District,5.61965885,-0.520145612112832,22.5,44.5,25.3,57.33,45.22,64.89,161460,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Awutu Senya East Municipal,Municipal,5.40379055,-0.518157686947431,10.6,42.9,10.35,41.97,45.99,53.02,236527,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Cape Cape Metropolitan Area (CCMA)-Cape Coast South & Cape Coast North,Metropolitan,5.1115501,-1.2484127,12.9,44.3,10.95,27.52,49.04,43.35,187365,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Effutu Municipal,Municipal,5.38339225,-0.597395635326539,21.7,44.2,18.59,29.94,65.75,37.48,108816,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Ekumfi,District,5.28914455,-0.908864632637807,31.5,45.6,32.59,59.34,51.79,68.79,56741,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Gomoa Central,District,5.47699369999999,-0.589745989100534,18.8,44.1,21.23,45.73,45.96,62.93,82592,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Gomoa East,District,5.47699369999999,-0.589745989100534,14.4,43.7,14.0,44.5,48.4,58.46,308697,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Gomoa West,District,5.38725545,-0.833638570821268,28.3,44.4,30.44,50.47,49.05,65.6,129512,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Komenda Edina Eguafo Abirem Municipal,Municipal,5.1302015,-1.43995928979516,25.1,44.2,26.06,45.3,49.94,61.85,166017,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Mfantsiman Municipal,Municipal,5.27644145,-1.03472089878279,24.0,44.8,23.38,39.69,51.22,60.06,168905,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Twifo Ati Morkwa,District,5.61529845,-1.57822136908747,34.1,42.7,27.22,44.01,49.29,65.55,100851,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Twifo Heman Lower Denkyira,District,5.49471475,-1.53636464977824,32.1,42.4,25.88,55.39,45.72,62.92,66075,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Upper Denkyira East Municipal,Municipal,5.83523424999999,-1.73920835777296,24.3,43.8,21.21,27.9,50.8,59.35,110141,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Central,Upper Denkyira West,District,6.10783305,-2.06931071266353,24.5,43.6,28.16,48.34,43.64,56.29,91025,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1
Eastern,Abuakwa North Municipal,Municipal,6.2336986,-0.382588987736012,15.7,42.9,14.47,20.35,51.68,51.69,76195,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Abuakwa South Municipal,Municipal,6.1727705,-0.470361048613095,21.1,43.4,19.44,21.98,51.29,51.78,89051,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Achiase,District,5.8354534,-0.9966928,29.9,44.6,25.7,31.76,51.87,62.2,56348,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Akwapim North Municipal,Municipal,5.9014961,-0.14597334325382,20.1,43.2,14.53,21.47,58.37,47.72,105315,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Akwapim South Municipal,Municipal,8.25846,0.508747,19.4,43.5,15.17,30.66,51.9,47.52,76922,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Akyemansa,District,6.0815994,-1.11546439579942,23.6,42.4,27.68,26.48,43.6,63.03,91038,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Asene Manso Akroso,District,5.85516295,-0.8089562448565,25.7,42.5,24.11,30.19,47.31,61.68,77498,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Asuogyaman,District,6.36279085,0.0952598707485648,21.8,43.1,18.67,21.4,51.68,53.45,101256,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Atiwa East,District,6.3954833,-0.597296233359515,18.4,42.4,20.07,17.86,45.86,61.28,64647,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Atiwa West,District,6.20778059999999,-0.635808682575408,18.9,42.5,20.46,29.79,42.76,61.08,61219,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Ayensuano,District,5.94469995,-0.449937193103216,29.1,42.9,27.38,46.51,42.7,63.48,94594,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Birim Central Municipal,Municipal,5.97391735,-1.00480959493596,11.9,41.9,13.04,12.18,51.4,49.89,76302,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Birim North,District,6.3681437,-1.02271793293055,18.3,42.6,21.3,17.16,45.72,60.07,82669,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Birim South,District,5.9375343,-1.0087951,24.9,43.6,20.44,29.4,50.64,57.15,35654,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Denkyembuor,District,6.05,-0.8,18.1,42.3,19.87,12.96,53.42,52.95,77029,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Fanteakwa North,District,6.49761694999999,-0.362546050326661,28.9,41.9,28.56,30.99,42.24,59.68,56987,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Fanteakwa South,District,6.37117379999999,-0.311872167608319,21.7,41.7,17.87,24.61,44.9,54.49,54634,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Kwaebibirem Municipal,Municipal,6.23359759999999,-0.87590978580917,19.6,42.9,20.38,20.02,46.8,58.37,121698,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Kwahu Afram Plains North,District,6.8753584,0.00474561233398435,48.5,41.9,42.23,48.1,39.26,65.65,66555,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Kwahu Afram Plains South,District,6.8854777,-0.460380290065423,39.1,41.6,40.55,44.69,37.9,67.64,74002,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Kwahu East,District,6.73342465,-0.81009459846416,29.4,42.0,23.88,31.3,48.68,56.9,80233,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Kwahu South Municipal,Municipal,8.25846,0.508747,28.8,43.4,23.7,28.58,50.51,60.3,79851,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Kwahu West Municipal,Municipal,6.49118254999999,-0.728456087972531,15.1,41.9,16.51,16.52,45.3,61.17,145429,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Lower Manya Krobo Municipal,Municipal,6.2127831,-0.0404975690174626,19.8,43.4,19.84,20.49,57.16,47.38,121849,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,New Juaben North Municipal,Municipal,6.1364245,-0.312846157003848,10.6,41.7,9.87,11.26,54.38,42.71,88716,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,New Juaben South Municipal,Municipal,6.0721368,-0.260652306105858,8.5,41.1,9.11,12.52,48.46,40.88,129741,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Nsawam Adoagyiri Municipal,Municipal,5.81791215,-0.36426765,13.0,43.4,15.54,29.26,46.65,52.98,155597,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Okere,District,6.04034605,-0.127770489495342,24.0,42.4,21.53,35.07,47.78,55.61,51675,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Suhum Municipal,Municipal,6.035885,-0.4552751,17.6,42.0,18.91,28.55,41.42,55.63,126403,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Upper Manya Krobo,District,6.40201115,-0.134429386146108,32.7,40.5,35.31,38.15,36.01,61.84,70612,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Upper West Akim,District,5.80678025,-0.540057196199224,29.7,43.7,28.33,49.22,44.61,63.86,95855,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,West Akim Municipal,Municipal,5.9070609,-0.68318054757923,23.7,43.0,23.19,28.11,47.65,57.77,117681,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Eastern,Yilo Krobo Municipal,Municipal,6.1564095,-0.167401779755807,21.5,42.1,21.14,29.42,44.66,54.94,122398,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8
Greater Accra,Ablekuma Central Municipal,Municipal,5.5541808,-0.24078224491606,9.4,45.2,11.92,36.53,40.78,41.67,169145,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ablekuma North Municipal,Municipal,5.58719365,-0.263259064824942,8.3,42.9,7.15,36.66,39.56,41.21,159208,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ablekuma West Municipal,Municipal,5.5431939,-0.26615017413473,8.9,43.0,8.15,39.41,42.78,45.18,153490,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,"Accra Metropolitan Area (AMA)-Ablekuma South, Ashiedu Keteke & Okaikoi South",Metropolitan,5.55381875,-0.205849787615075,11.1,43.9,16.66,38.04,41.15,35.46,276997,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ada East,District,5.8761016,0.549568161630084,28.2,44.2,29.29,42.91,51.26,62.79,76411,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ada West,District,5.9040093,0.420370257026968,40.1,44.7,33.13,59.26,49.9,74.22,76087,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Adentan Municipal,Municipal,5.7042433,-0.1690967,8.3,41.8,7.13,37.46,43.07,41.58,265971,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ashaiman Municipal,Municipal,5.6993574,-0.0348533202566188,7.5,43.3,11.32,35.07,37.86,45.06,208060,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ayawaso Central Municipal,Municipal,5.59137939999999,-0.212668442666915,12.2,42.8,9.12,43.81,44.05,37.83,94831,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ayawaso East Municipal,Municipal,5.5828425,-0.194266228463183,15.4,44.0,19.03,38.87,51.72,41.36,53004,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ayawaso North Municipal,Municipal,5.5908829,-0.199044848506062,13.9,43.8,14.26,33.99,50.2,40.2,63386,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ayawaso West Municipal,Municipal,5.62669775,-0.179111178909241,9.3,41.6,5.41,35.1,54.61,24.61,75303,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ga Central Municipal,Municipal,5.3203951,-2.0334832,8.3,42.6,7.0,43.68,41.33,45.77,332232,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ga East Municipal,Municipal,5.669162,-0.333376,10.1,41.8,6.67,37.32,45.54,41.38,283379,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ga North Municipal,Municipal,5.669162,-0.333376,10.5,42.3,8.04,36.7,46.83,45.75,235292,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ga South Municipal,Municipal,5.669162,-0.333376,15.8,44.1,14.28,51.14,45.22,55.65,350121,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Ga West Municipal,Municipal,5.669162,-0.333376,10.5,43.3,11.33,39.3,45.61,56.36,314299,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
Greater Accra,Korle Klottey Municipal,Municipal,5.55901944999999,-0.19823054970895,10.6,43.4,9.2,34.32,44.23,30.32,68633,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5
