Region,District,Class,Latitude,Longitude,Poverty_Incidence_pct,Poverty_Intensity_pct,Illiteracy_Rate_pct,Uninsured_Rate_pct,Unemployment_Rate_pct,Youth_Dependency_Ratio,Total_Pop,Condom_Use_Women_pct,Condom_Use_Men_pct,HighRisk_Sex_Women_pct,HighRisk_Sex_Men_pct,HIV_Awareness_Women_pct,HIV_Awareness_Men_pct,PMTCT_Knowledge_Women_pct,PMTCT_Knowledge_Men_pct,VCT_Women_pct,VCT_Men_pct,VCT_12mo_Women_pct,Refuse_Sex_Women_pct,Ask_Condom_STI_Women_pct,No_Insurance_Women_pct,No_Insurance_Men_pct,Literacy_Women_pct,Secondary_Edu_Women_pct,Edu_Secondary_Women_pct,No_Education_Women_pct,Wife_Beating_Accept_pct,Adolescent_Fertility_Rate,Modern_Contraception_pct,Unmet_FP_Need_pct,HIV_Prev_Women_pct,HIV_Prev_Men_pct,HIV_Prev_Total_pct,LISA_Local_Morans_I,LISA_P_Value,LISA_Significant_Flag,LISA_Cluster_Type,Spatial_Unit_Note,Data_Source_HIV_Prevalence,Data_Source_Behavioural,Data_Source_Socioeconomic,Data_Source_Insurance,Data_Source_Education,Data_Source_Spatial_Boundaries
Central,Ekumfi,District,5.28914455,-0.908864632637807,31.5,45.6,32.59,59.34,51.79,68.79,56741,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1,0.05427125711105234,0.447,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Central,Gomoa Central,District,5.47699369999999,-0.589745989100534,18.8,44.1,21.23,45.73,45.96,62.93,82592,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1,0.05427125711105234,0.42,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Central,Gomoa East,District,5.47699369999999,-0.589745989100534,14.4,43.7,14.0,44.5,48.4,58.46,308697,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1,0.06821446545974168,0.216,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Central,Gomoa West,District,5.38725545,-0.833638570821268,28.3,44.4,30.44,50.47,49.05,65.6,129512,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1,0.05427125711105233,0.32,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Central,Komenda Edina Eguafo Abirem Municipal,Municipal,5.1302015,-1.43995928979516,25.1,44.2,26.06,45.3,49.94,61.85,166017,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1,0.13793050720318845,0.134,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Central,Mfantsiman Municipal,Municipal,5.27644145,-1.03472089878279,24.0,44.8,23.38,39.69,51.22,60.06,168905,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1,0.05427125711105234,0.447,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Central,Twifo Ati Morkwa,District,5.61529845,-1.57822136908747,34.1,42.7,27.22,44.01,49.29,65.55,100851,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1,0.11701569468015444,0.074,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Central,Twifo Heman Lower Denkyira,District,5.49471475,-1.53636464977824,32.1,42.4,25.88,55.39,45.72,62.92,66075,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1,0.08215767380843103,0.208,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Central,Upper Denkyira East Municipal,Municipal,5.83523424999999,-1.73920835777296,24.3,43.8,21.21,27.9,50.8,59.35,110141,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1,0.0765803904689553,0.274,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Central,Upper Denkyira West,District,6.10783305,-2.06931071266353,24.5,43.6,28.16,48.34,43.64,56.29,91025,11.4,29.3,39.9,56.2,98.4,95.7,69.9,64.7,57.4,20.9,16.0,78.6,95.1,16.5,40.2,72.9,7.8,76.6,7.4,19.3,60.0,27.1,21.3,2.8,1.3,2.1,0.08215767380843102,0.215,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Eastern,Abuakwa North Municipal,Municipal,6.2336986,-0.382588987736012,15.7,42.9,14.47,20.35,51.68,51.69,76195,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8,1.1468015428992648,0.001,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Eastern,Abuakwa South Municipal,Municipal,6.1727705,-0.470361048613095,21.1,43.4,19.44,21.98,51.29,51.78,89051,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8,1.1468015428992648,0.001,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Eastern,Achiase,District,5.8354534,-0.9966928,29.9,44.6,25.7,31.76,51.87,62.2,56348,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8,1.1468015428992648,0.023,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Eastern,Akwapim North Municipal,Municipal,5.9014961,-0.14597334325382,20.1,43.2,14.53,21.47,58.37,47.72,105315,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8,1.1468015428992648,0.001,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Eastern,Akwapim South Municipal,Municipal,8.25846,0.508747,19.4,43.5,15.17,30.66,51.9,47.52,76922,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8,1.1468015428992646,0.003,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Eastern,Akyemansa,District,6.0815994,-1.11546439579942,23.6,42.4,27.68,26.48,43.6,63.03,91038,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8,1.1468015428992648,0.001,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Eastern,Asene Manso Akroso,District,5.85516295,-0.8089562448565,25.7,42.5,24.11,30.19,47.31,61.68,77498,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8,1.1468015428992648,0.001,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Eastern,Asuogyaman,District,6.36279085,0.0952598707485648,21.8,43.1,18.67,21.4,51.68,53.45,101256,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8,1.1468015428992646,0.003,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Eastern,Atiwa East,District,6.3954833,-0.597296233359515,18.4,42.4,20.07,17.86,45.86,61.28,64647,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8,1.1468015428992648,0.001,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Eastern,Atiwa West,District,6.20778059999999,-0.635808682575408,18.9,42.5,20.46,29.79,42.76,61.08,61219,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8,1.1468015428992648,0.001,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Eastern,Ayensuano,District,5.94469995,-0.449937193103216,29.1,42.9,27.38,46.51,42.7,63.48,94594,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8,1.1468015428992648,0.001,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Eastern,Birim Central Municipal,Municipal,5.97391735,-1.00480959493596,11.9,41.9,13.04,12.18,51.4,49.89,76302,10.0,26.0,34.9,51.4,99.1,99.0,74.0,60.3,66.2,28.0,17.6,74.6,87.3,6.7,24.8,66.7,9.5,75.5,7.8,7.5,65.0,24.6,27.3,4.1,1.4,2.8,1.1468015428992648,0.001,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
